4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,17,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,17,6,6,17,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,19,6,6,18,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,26,24,24,11,24,24,27,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,24,24,25,24,25,24,25,4,4,4,4,22,20,20,21,20,23,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,22,21,20
4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,3,3,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,3,3,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,20,20,0,20,20,4,4,20,21,20
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,17
4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,19,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,16,16,19,4,4,4,4,4
